,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like,boxing,difference,average
556,阳光总在风雨后,3.0,6893726,0.999557646451422,['武洪武'],"['韩志', '郑立', '武洪武']","['赵毅', '邹培', '胡明', '李小萌']",剧情,63813,89,2015,04,28,800.0,1265.0,5670.0,4738.0,-446.0,177.0,-4054.0,1753.0,1.1万,282,2073
557,阿里巴巴大盗奇兵,2.5,26323678,0.44499449759537,['郑成峰'],"['郑成峰', '李晓', '于昂', '刘飞']","['叶芳', '丁妍', '张洋', '吴瑞', '仰洋']",喜剧,8359,80,2015,05,23,879.0,16051.0,11217.0,149156.0,0.0,-45.0,-16.0,-112.0,1582.0万,3973,217
558,隔窗有眼,3.8,10801279,0.9984383847931314,['刘奋斗'],['刘奋斗'],"['胡明', '乌达木', '小麦']",悬疑,15967,95,2013,08,28,835.0,5657.0,4763.0,113037.0,-98.0,0.0,0.0,0.0,175.4万,322,126
559,雅典娜：无间谍局,4.8,10758223,0.9597456451575213,"['金荣俊', '金泰勋', '黄郑贤']","['郑雨盛', '秀爱', '车胜元', '李智雅', '崔始源', '金民钟']",[],动作,74742,117,2012,06,07,892.0,15529.0,28987.0,97181.0,-2.0,0.0,0.0,0.0,324.1万,1068,104
561,雪花秘扇,5.6,4135434,1.0,['王颖'],"['安吉拉·沃克曼', '罗纳德·巴斯', '迈克尔·雷', '沈亿丽', '邝丽莎']","['李冰冰', '全智贤', '姜武', '邬君梅', '休·杰克曼']",剧情,7335,104,2011,06,24,406.0,1385.0,5438.0,2073.0,-224.0,-468.0,-3097.0,-1843.0,3502.4万,4600,733
562,雷神2：黑暗世界,7.3,6560058,0.9999999999999258,['阿兰·泰勒'],"['克里斯托弗·约斯特', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '唐·佩恩', '罗伯特·罗达特', '斯坦·李', '拉里·利伯', '杰克·科比', '沃尔特·西蒙森']","['克里斯·海姆斯沃斯', '娜塔莉·波特曼', '汤姆·希德勒斯顿', '安东尼·霍普金斯', '克里斯托弗·埃克莱斯顿']",动作,473,112,2013,11,08,94.0,3558.0,1887.0,11580.0,-47.0,-1273.0,-593.0,-2487.0,34239.6万,29389,1265
563,雷锋在1959,2.8,20438460,0.9999998007186311,['宁海强'],['黑纪文'],"['钟秋', '葛晓凤', '宁宁', '刘鹏', '肖婷佳']",剧情,545,90,2013,03,05,826.0,132331.0,63527.0,1053951.0,-36.0,-35910.0,-18293.0,-581902.0,51.7万,314,99
564,雷锋的微笑,2.4,21363244,0.9772987228330428,['张玉中'],"['赵峻防', '张玉中']","['万思维', '唐国强', '徐箭', '巫刚', '李幼斌']",剧情,42308,92,2013,03,05,4.0,36.0,132.0,206.0,-3.0,-12.0,-114.0,-23.0,45.7万,550,113
565,青春搏击,4.0,10601033,0.9999999801435258,"['陈星海', '王俊']","['曹帅', '李奔', '谢朦', '谢君豪', '李颖']",[],剧情,264,90,2012,06,29,339.0,2576.0,4391.0,28957.0,-250.0,-1429.0,86.0,-20262.0,16.8万,162,80
567,青春派,7.4,24735062,1.0,['刘杰'],"['刘杰', '高山', '朱珠', '田晓威']","['董子健', '秦海璐', '咏梅', '焦刚', '安悦溪']",剧情,1661,91,2013,08,02,112.0,3602.0,4939.0,11779.0,-16.0,0.0,0.0,0.0,2814.1万,30176,5669
568,青春雷锋,2.5,11627079,0.9999785071312636,['刘一君'],"['谭仲池', '彭海燕']","['胡家华', '孙健淇', '张江诗琴', '种丹妮', '温亚南']",剧情,42308,101,2013,03,04,902.0,2081.0,2831.0,6851.0,0.0,0.0,0.0,0.0,99.7万,1668,526
569,青蛙王国,6.6,19962596,1.0,['尼尔森·申'],"['郑立国', '彭飞']","['石班瑜', '姜瑰瑾', '刘杰']",动画,127300,88,2013,12,28,894.0,32143.0,27307.0,300397.0,-2.0,0.0,0.0,0.0,1777.2万,334,204
570,非常小特工之时间大盗,5.6,4058963,0.9999999999980131,['罗伯特·罗德里格兹'],['罗伯特·罗德里格兹'],"['杰西卡·阿尔芭', '杰里米·皮文', '乔尔·麦克哈尔', '罗温·布兰查德', '曼森·库克']",喜剧,75421,89,2012,03,06,579.0,10265.0,8650.0,189614.0,-282.0,0.0,0.0,0.0,2888.1万,2452,306
571,非常幸运,4.5,6984064,0.9999895548502792,['丹尼·高顿'],"['艾米·斯诺', '孟瑶', '黄海', '周隼']","['章子怡', '王力宏', '林心如', '姚晨', '蔡少芬']",喜剧,109471,105,2013,09,17,17.0,191.0,198.0,180.0,-11.0,-74.0,-139.0,-128.0,13707.9万,24314,2290
572,非常绑匪,3.1,5924218,0.9707762592437672,['李学兵'],"['李学兵', '高扬']","['张默', '邬祯琳', '姜武', '张光北', '艾俊龙']",剧情,264,97,2012,06,29,882.0,7714.0,12602.0,59043.0,0.0,0.0,0.0,0.0,192.5万,651,67
573,非秀不可,3.7,19967777,0.999999997015101,['钱路劼'],['钱路劼'],"['李宛仪', '李亭哲', '佴文', '宫正楠']",剧情,15939,98,2013,06,14,266.0,4206.0,18236.0,9043.0,-92.0,-1749.0,-2429.0,-3716.0,33.8万,728,80
574,飓风营救2,6.7,3606971,0.999999999998758,['奥利维尔·米加顿'],"['吕克·贝松', '罗伯特·马克·卡门']","['连姆·尼森', '玛姬·格蕾斯', '法米克·詹森', '拉德·舍博德兹加', '卢克·葛莱姆斯']",剧情,14323,91,2012,10,07,811.0,33770.0,56051.0,195642.0,-26.0,-15088.0,-41006.0,-42829.0,11563.1万,29153,4262
575,飞扬的青春,3.8,11632726,0.9997485675205714,['陶盟喜'],['曾羽'],"['普超英', '宗峰岩', '郑岚侨', '何美钿', '关新伟']",剧情,48,92,2012,12,05,800.0,10388.0,12977.0,89963.0,-551.0,-2180.0,-8669.0,-23428.0,5.0万,494,286
576,飞越老人院,7.8,6872244,1.0,['张杨'],"['张杨', '霍昕', '张翀', '刘奋斗']","['许还山', '吴天明', '李滨', '颜丙燕', '田华']",剧情,55979,101,2012,05,08,982.0,4682.0,4911.0,21876.0,-1.0,0.0,0.0,0.0,525.5万,12432,224
578,飞鱼秀,8.4,24743705,1.0,['孙虹'],['雷建军'],"['小飞', '喻舟']",纪录片,24778,78,2014,10,23,4.0,117.0,197.0,384.0,-1.0,-2.0,-9.0,-10.0,33.2万,179,578
579,饥饿游戏2：星火燎原,7.3,6874456,1.0,['弗朗西斯·劳伦斯'],"['西蒙·博福伊', '迈克尔·阿恩特', '苏珊·科林斯']","['詹妮弗·劳伦斯', '乔什·哈切森', '利亚姆·海姆斯沃斯', '伍迪·哈里森', '伊丽莎白·班克斯']",动作,1132588,146,2013,11,21,383.0,2835.0,8765.0,7530.0,-82.0,0.0,0.0,0.0,17194.0万,549,62
581,饭局也疯狂,4.9,6788265,0.9999999999956104,['尚敬'],['俞白眉'],"['范伟', '黄渤', '刘桦', '代乐乐', '莫小棋']",剧情,687,100,2012,01,23,376.0,4876.0,107268.0,2730.0,-360.0,-1027.0,-1093.0,-1507.0,4381.5万,6776,1057
582,饮食男女2012,5.3,6037977,0.9967454712883108,['曹瑞原'],"['霍思燕', '蓝正龙', '归亚蕾', '张孝全', '曾江', '蒋梦婕', '李沁', '杨洋']",[],剧情,244795,107,2012,03,23,805.0,60830.0,39242.0,350082.0,-302.0,-20384.0,-19927.0,13033.0,454.3万,1071,137
583,马达加斯加3,8.2,3178770,0.9999999996011022,"['康拉德·弗农', '埃里克·达尼尔', '汤姆·麦格拉思']","['诺亚·鲍姆巴赫', '埃里克·达尼尔']","['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",喜剧,74742,93,2012,06,08,582.0,89661.0,24053.0,1387421.0,-348.0,-59595.0,-14986.0,-892407.0,21007.8万,24849,2116
584,马达加斯加的企鹅,7.4,11810348,0.99998342916289,"['埃里克·达尼尔', '西蒙·J·史密斯']","['约翰·阿布德', '迈克尔·科尔顿', '埃里克·达尼尔', '汤姆·麦格拉思', '布兰登·索耶']","['汤姆·麦格拉思', '克里斯·米勒', '克里斯多夫·奈茨', '本尼迪克特·康伯巴奇', '郑肯']",喜剧,10954,92,2014,11,14,29.0,463.0,5039.0,1046.0,-19.0,-166.0,-4867.0,-194.0,25321.2万,28036,1943
585,驯龙骑士,5.8,5153144,0.4607099372277554,['曼努埃尔·西西里阿'],"['马修·雅各布斯', '曼努埃尔·西西里阿']","['安东尼奥·班德拉斯', '詹姆斯·卡沙莫', '迈克尔·卡尔金', '查尔斯·丹斯', '塔姆欣·伊格顿']",动画,15304,90,2014,03,28,59.0,3365.0,2405.0,1736.0,-29.0,-2322.0,-1670.0,-701.0,1198.4万,881,152
586,驱魔者,5.9,2028661,0.9999999999651796,['斯科特·查尔斯·斯图瓦特'],"['Cory Goodman', 'Min-Woo Hyung']","['保罗·贝坦尼', '凯姆·吉甘戴', '李美琪', '卡尔·厄本', '莉莉·柯林斯']",动作,100,87,2011,11,29,993.0,37980.0,25812.0,110776.0,2.0,0.0,0.0,0.0,3600.0万,2198,173
587,骇战,6.1,7161695,1.0,['林世勇'],['林世勇'],"['陈柏霖', '陈意涵', '修杰楷', '郭雪芙', '林玟谊']",爱情,21419,105,2013,03,14,264.0,24332.0,12833.0,89531.0,-194.0,-18656.0,-8919.0,-23036.0,299.4万,7313,274
588,高举爱,6.1,6781967,0.9999999999735902,['邱礼涛'],['邱礼涛'],"['江若琳', '杜汶泽', '恬妞', '徐正溪', '张颂文']",剧情,42330,92,2012,03,08,834.0,196472.0,56734.0,105609.0,-75.0,-190069.0,-46451.0,-79378.0,387.7万,3867,349
590,魁拔之大战元泱界,7.6,7051357,1.0,['王川'],"['王川', '王鹏展']","['刘婧荦', '刘校妤', '王凯', '敖磊', '瞿澳晖']",动作,5537,83,2013,05,31,299.0,9464.0,12172.0,7692.0,-162.0,-860.0,-4140.0,-14.0,2530.1万,68,827
591,魔境仙踪,6.3,4816602,1.0,['山姆·雷米'],"['米切尔·卡普勒', '大卫·林赛-阿贝尔', '李曼·法兰克·鲍姆']","['詹姆斯·弗兰科', '米歇尔·威廉姆斯', '蕾切尔·薇兹', '米拉·库尼斯', '扎克·布拉夫']",奇幻,283298,130,2013,03,29,44.0,2743.0,5231.0,19468.0,-6.0,0.0,0.0,0.0,16421.8万,8374,809
592,魔法奇幻秀,6.9,2282449,0.9999999999999998,['特瑞·吉列姆'],"['特瑞·吉列姆', 'Charles McKeown']","['希斯·莱杰', '克里斯托弗·普卢默', '莉莉·科尔', '安德鲁·加菲尔德', '约翰尼·德普']",悬疑,126,123,2011,12,02,130.0,9086.0,11061.0,11982.0,-92.0,-382.0,-1107.0,-431.0,1771.1万,3595,771
593,鸡妈鸭仔,7.0,6001034,1.0,['吴成允'],"['金恩正', '罗贤', '黄善美']","['崔岷植', '俞承豪', '文素丽', '朴哲民']",动画,52205,94,2011,09,30,43.0,1083.0,2234.0,703.0,-36.0,-1017.0,-2101.0,-686.0,353.9万,324,84
594,鸣梁海战,7.0,7065161,0.9999999999999964,['金韩民'],"['全哲洪', '金韩民']","['崔岷植', '柳承龙', '赵震雄', '晋久', '李贞贤']",剧情,3081,109,2014,12,12,5.0,551.0,450.0,1280.0,-1.0,-170.0,-16.0,-703.0,2674.8万,16979,2428
595,黄金大劫案,6.8,6080775,1.0,['宁浩'],"['宁浩', '邢爱娜', '岳小军']","['雷佳音', '陶虹', '程媛媛', '山崎敬一', '郭涛']",剧情,57141,108,2012,04,24,170.0,5699.0,5639.0,11821.0,-131.0,-5509.0,-5294.0,-11605.0,15031.3万,18696,1999
596,黄金福将,3.2,25934578,0.9999954193492778,['王伟'],"['王雨萌', '杨海涛']","['李承炫', '张蓝心', '刘桦', '胡夏', '张一山']",喜剧,9980,90,2015,01,23,47.0,751.0,17689.0,614.0,-26.0,-274.0,-288.0,-321.0,125.4万,243,171
597,黄飞鸿之英雄有梦,5.4,25444447,0.9999863396012711,['周显扬'],['杜致朗'],"['彭于晏', '井柏然', '王珞丹', '洪金宝', '杨颖']",剧情,4289,131,2014,11,21,918.0,2394.0,2266.0,36678.0,-1.0,0.0,0.0,0.0,18422.8万,16683,1892
598,黑白,5.2,25723093,0.9999999998086326,"['游坚煜', '李权峰']","['游坚煜', '李权峰', '黄志翔']","['王传一', '李妍憬', '张静之', '窦智孔', '史黛西']",动作,42,118,2016,03,18,14.0,1335.0,1293.0,1887.0,0.0,0.0,0.0,0.0,9.8万,534,5058
599,龙之谷：破晓奇兵,7.4,11443316,1.0,['宋岳峰'],"['卓然', '宋岳峰', '比尔·伯顿', '钟岳峰']","['胡歌', '景甜', '徐娇', '夏梓桐', '沈达威']",动画,79,88,2014,07,31,160.0,47267.0,31338.0,26489.0,-83.0,-4942.0,-6134.0,-9811.0,5740.9万,2488,318
600,龙门飞甲,6.7,4896304,0.9999999999999478,['徐克'],"['徐克', '何冀平', '朱雅欐']","['李连杰', '周迅', '陈坤', '李宇春', '桂纶镁']",动作,122603,120,2011,12,15,270.0,504.0,552.0,2213.0,-148.0,-128.0,209.0,-1001.0,54011.0万,192668,13423
