,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like,boxing,difference,average
264,扑通扑通我的人生,7.1,25747028,0.9999999998560094,['李在容'],"['崔民硕', '李在容', '吴晓珍']","['宋慧乔', '姜栋元', '曹成穆', '白日燮', '许俊硕']",剧情,54,117,2015,03,13,126876.0,1080.0,2927.0,13939.0,-7.0,0.0,0.0,0.0,559.2万,10476,659
265,抢劫坚果店,6.5,25817617,0.9999999995315992,['卡尔·布伦克尔'],"['鲍勃·巴伦', '卡尔·布伦克尔', '斯科特·宾德利', '彼得·莱佩尼奥蒂斯', '丹尼尔·吴']","['威尔·阿奈特', '凯瑟琳·海格尔', '玛娅·鲁道夫', '成龙', '伊莎贝拉·莫奈']",喜剧,51596,91,2017,08,11,938.0,1006763.0,1011076.0,659884.0,1.0,-999990.0,-999979.0,-503637.0,3637.8万,233,224
266,拆散专家,4.1,25868330,0.05980267666534422,"['李坚', '裘仲维']","['李坚', '裘仲维', '莎沙']","['黄圣依', '贾一平', '张峻宁', '刘天佐', '林雪']",喜剧,15608,95,2014,11,07,157.0,6805.0,8422.0,3169.0,-107.0,-4874.0,3010.0,-1635.0,637.5万,1855,507
267,拯救第365天,3.1,10866863,8.215647641862668e-06,"['亓梅晓', '图兰·唐克', '马克·皮涅罗', '李山']","['李扬', '刘红韵', '陈轶', '王灵', '陆双', '陈志荣']",[],动画,2500,84,2012,08,10,905.0,14123.0,25595.0,43744.0,3.0,0.0,0.0,0.0,137.7万,1222,230
268,挪威的森林,5.9,3168086,0.9999999999963288,['陈英雄'],"['陈英雄', '村上春树']","['松山研一', '菊地凛子', '水原希子', '高良健吾', '玉山铁二']",剧情,3528,133,2011,09,16,228.0,1761.0,4910.0,7798.0,-97.0,-462.0,-3545.0,-2519.0,294.6万,3989,3580
269,搏击迷城,3.9,25896040,0.9999974540797488,['陈丽英'],"['陈丽英', '林纪陶']","['陈伟霆', '赵柯', '李菲儿', '渡边奈绪子', '斯琴高娃']",动作,46318,98,2015,06,05,804.0,58708.0,148743.0,269216.0,-559.0,-40798.0,-106462.0,-232663.0,185.7万,3369,1891
270,摩尔庄园冰世纪,5.4,6389522,9.387498715041076e-06,['刘可欣'],['刘可欣'],"['张凯', '陈倩', '毛毛头', '陆揆', '宣晓鸣']",动画,252,95,2011,08,11,513.0,6264.0,23099.0,14013.0,-382.0,-3574.0,-20030.0,-4533.0,1747.3万,12580,1521
271,摩登年代,5.3,23856234,0.9999999999999828,['邵晓黎'],"['杜鹏', '宁岱', '邵晓黎', '高巍']","['徐峥', '张子枫', '王宣予', '张颂文', '王太利']",剧情,3910,96,2013,08,23,855.0,662.0,1671.0,2138.0,-3.0,0.0,0.0,0.0,6844.9万,4169,642
273,摩纳哥王妃,6.7,10450713,1.0,['奥利维埃·达昂'],['阿拉什·阿梅尔'],"['妮可·基德曼', '帕斯·贝加', '米洛·文堤米利亚', '蒂姆·罗斯', '帕克·波西']",剧情,104,103,2014,06,20,231.0,818.0,52349.0,4762.0,-91.0,-258.0,-51331.0,-1915.0,2628.3万,10203,1853
274,擒爱记,5.0,10554941,0.9999760570049748,['韩承桓'],['李洋'],"['莫小棋', '巩新亮', '谭卓', '冯丹滢', '曾祥程']",喜剧,116427,90,2012,06,21,807.0,11600.0,24053.0,83496.0,-554.0,1743.0,-11986.0,-60057.0,417.6万,14756,489
275,敏感事件,5.1,4922802,0.9858882693694548,['吉尔·考夫曼'],"['吉尔·考夫曼', '乔治·理查兹']","['安以轩', '冯远征', '安钧璨', '姚橹', '蒲冰墨']",惊悚,1187,96,2011,06,06,839.0,55151.0,98499.0,128855.0,0.0,0.0,0.0,0.0,231.0万,2766,642
277,旋风九日,7.5,25972353,1.0,['傅红星'],['傅红星'],"['邓小平', '吉米·卡特', '亨利·基辛格', '兹比格涅夫·布热津斯基', '萨日娜']",纪录片,5217,94,2015,05,15,925.0,4767.0,26341.0,41840.0,-4.0,0.0,0.0,0.0,1689.8万,19475,175
278,无人区,8.1,3804891,0.9999995312963004,['宁浩'],"['述平', '邢爱娜', '崔斯韦', '王红卫', '尚可', '宁浩']","['徐峥', '黄渤', '余男', '多布杰', '王双宝']",剧情,2504,117,2013,12,03,731.0,2754.0,6990.0,6809.0,-73.0,-155.0,397.0,906.0,25962.8万,192093,17513
279,无敌小飞猪,2.9,25769893,0.0009915966420213085,['宋占涛'],['姚宾宾'],"['张立威', '张植绿', '徐少强', '卡特琳娜·莫里诺', '范子轩']",动画,2607,93,2015,04,03,42.0,1272.0,2969.0,938.0,-29.0,4.0,2645.0,-585.0,308.5万,734,236
280,无敌破坏王,8.6,6534248,1.0,['瑞奇·摩尔'],"['菲尔·约翰斯顿', '珍妮弗·李', '瑞奇·摩尔', '吉姆·里尔顿', '约翰·C·赖利', '山姆·J·莱文', '贾里德·斯特恩']","['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克']",喜剧,141277,101,2012,11,06,83.0,12641.0,18710.0,20023.0,-39.0,-10023.0,-15832.0,-15210.0,6380.8万,21923,1919
281,无极限之危情速递,2.9,5337532,0.9999202090319184,['傅华阳'],['赵宇'],"['张翰', '郑爽', '释彦能', '吴靖萱']",喜剧,50216,94,2011,08,12,558.0,4256.0,5823.0,10373.0,-330.0,-3453.0,-3546.0,-6548.0,758.3万,15041,1298
285,早见，晚爱,4.4,11639159,0.9999994212510128,['刘国昌'],['陈迅'],"['周渝民', '童瑶', '曹云金', '白羽', '叶一云']",剧情,1342,87,2013,07,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.2万,8192,379
286,时光大战,3.2,26285355,0.6790571504862993,['李长欣'],['李长欣'],"['刘萌萌', '李宁', '康恩赫', '张炜迅', '罗光敏']",动作,225,90,2015,01,30,817.0,579.0,1046.0,1655.0,-275.0,0.0,0.0,0.0,44.9万,293,39
287,时光恋人,3.4,24381850,0.9999549091174949,['沈东'],"['沈东', '谷洋', '石明华', '沈怡']","['李小璐', '立威廉', '伊能静', '方中信', '廖京生']",剧情,36978,89,2013,09,06,658.0,10598.0,24367.0,114030.0,-391.0,1628.0,-11636.0,-78883.0,414.0万,2871,556
288,昆虫总动员,8.1,23048775,0.9999999999999478,"['海琳·吉罗', '托马斯·绍博']","['托马斯·绍博', '海琳·吉罗']",[],动画,191902,89,2014,08,22,880.0,448.0,1752.0,915.0,0.0,0.0,0.0,0.0,2890.5万,2564,370
289,星爸客,7.3,5959696,0.9999999999122842,['肯·斯科特'],"['肯·斯科特', '马丁·珀蒂']","['帕特里克·华德', '朱莉·勒布勒东', '安托万·贝特朗', '多米尼克·菲利', '马克·贝朗热']",喜剧,114687,107,2013,04,29,378.0,35066.0,28450.0,345181.0,-237.0,-5111.0,-3918.0,-152241.0,83.0万,555,57
290,星空,7.1,5993185,1.0,['林书宇'],"['几米', '林书宇']","['徐娇', '林晖闵', '刘若英', '庾澄庆', '桂纶镁']",剧情,209625,98,2011,11,03,87.0,855.0,1258.0,1825.0,-54.0,-135.0,-211.0,-53.0,1510.0万,340,9387
291,星际穿越,9.1,1889243,1.0,['克里斯托弗·诺兰'],"['乔纳森·诺兰', '克里斯托弗·诺兰']","['马修·麦康纳', '安妮·海瑟薇', '杰西卡·查斯坦', '卡西·阿弗莱克', '迈克尔·凯恩']",剧情,10954,169,2014,11,12,46.0,458.0,54092.0,203.0,-24.0,28.0,-28158.0,9.0,75532.8万,311078,5429
292,星际迷航：暗黑无界,7.9,3642843,1.0,['J·J·艾布拉姆斯'],"['艾里克斯·库兹曼', '达蒙·林德洛夫', '罗伯托·奥奇']","['克里斯·派恩', '扎克瑞·昆图', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '西蒙·佩吉']",动作,19666,132,2013,05,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35297.6万,340,116
293,普罗米修斯,7.2,3771562,0.9999999999999988,['雷德利·斯科特'],"['达蒙·林德洛夫', '乔·斯派茨']","['劳米·拉佩斯', '迈克尔·法斯宾德', '查理兹·塞隆', '伊德里斯·艾尔巴', '盖·皮尔斯']",科幻,821,124,2012,09,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22321.1万,100828,16741
295,暴走吧，女人,4.4,10764042,0.9824207466667544,['董董'],['王黎'],"['范文芳', '李斯丹妮', '范逸臣', '王莎莎', '钟欣怡']",剧情,78,110,2013,03,08,4.0,145.0,48.0,47.0,0.0,0.0,0.0,0.0,199.4万,1346,20
296,暴躁天使,4.2,11600922,1.0,['赵晔'],['赵晔'],"['李治中', '苏妙玲', '黄孝传', '裘恩典', '张旭']",剧情,1132588,90,2013,11,22,483.0,1080.0,2207.0,8443.0,-121.0,0.0,0.0,0.0,127.0万,889,305
298,最长的拥抱,5.1,11594964,1.0,"['杨亚洲', '杨博']",['钟英魁'],"['童瑶', '刘伟', '倪萍', '洪剑涛', '王劲松']",爱情,1833,90,2012,10,12,882.0,26624.0,40357.0,210756.0,-5.0,1748.0,1732.0,2817.0,14.9万,1414,271
300,月色狰狞,3.3,10553094,0.9977678500542864,['张力'],['王连生'],"['邢佳栋', '姚橹', '矢野浩二', '李彧']",动作,39147,84,2012,05,04,340.0,1189.0,5900.0,3405.0,-235.0,-495.0,-294.0,1041.0,98.3万,1576,17
301,有种你爱我,4.7,24743712,1.0,['李欣蔓'],"['李欣蔓', '张耀之']","['江一燕', '郑恺', '于笑', '于嘉萌', '常方源']",喜剧,192,105,2015,02,06,41.0,2909.0,4497.0,2041.0,-18.0,-282.0,591.0,2503.0,6822.2万,26373,2840
302,机器纪元,6.2,6873819,1.0,['加贝·伊班内兹'],"['加贝·伊班内兹', '伊戈尔·拉格瑞塔', '哈维尔·桑切斯·唐纳特']","['安东尼奥·班德拉斯', '迪伦·麦克德莫特', '梅兰尼·格里菲斯', '比吉特·约尔特·索伦森', '罗伯特·福斯特']",科幻,360,93,2014,11,28,931.0,17233.0,54183.0,106379.0,-3.0,0.0,0.0,0.0,2114.1万,2463,1094
303,杀破狼2,7.3,23788440,1.0,['郑保瑞'],"['黄英', '梁礼彦']","['吴京', '托尼·贾', '张晋', '任达华', '卢惠光']",剧情,222852,120,2015,06,18,18.0,3426.0,4583.0,2327.0,-2.0,-9.0,-1202.0,-1.0,56043.3万,440502,23611
304,李可乐寻人记,5.9,10574621,0.06652674582031448,['周伟'],"['李承鹏', '朱可欣']","['喻恩泰', '谭卓', '王澜霏', '秦卫东', '李彧']",喜剧,27052,92,2014,02,21,109.0,7864.0,24079.0,11558.0,-64.0,465.0,-11720.0,-3031.0,320.0万,412,209
305,来历不明,4.5,24872197,0.9999973921692492,['陈楚童'],['陈楚童'],"['陈楚童', '蒋梦婕', '王往', '高鑫', '缪婷茹']",科幻,137,95,2013,08,23,19.0,602.0,24314.0,459.0,-14.0,-500.0,-20997.0,-410.0,21.1万,949,257
306,杨善洲,7.2,6519575,0.9999999999945812,['董玲'],"['董玲', '崔民', '丁宁', '董丹蕊', '陈思青', '陈争红', '胡瀚文']","['李雪健', '奚美娟', '陶虹', '李晨', '胡明']",剧情,462,100,2011,07,19,202.0,1176.0,3057.0,2893.0,-127.0,0.0,0.0,0.0,8346.2万,2714,2023
307,极乐空间,6.2,4116481,1.0,['尼尔·布洛姆坎普'],['尼尔·布洛姆坎普'],"['马特·达蒙', '朱迪·福斯特', '沙尔托·科普雷', '艾莉丝·布拉加', '迭戈·卢纳']",剧情,820,109,2013,09,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15976.2万,31121,4383
308,极品飞车,7.2,20257326,0.999999999841272,['斯科特·沃'],"['乔治·盖汀斯', '约翰·盖汀斯']","['亚伦·保尔', '达科塔·约翰逊', '伊莫琴·普茨', '迈克尔·基顿', '多米尼克·库珀']",剧情,1038,130,2014,03,14,361.0,14309.0,10233.0,24819.0,-282.0,-11156.0,-4992.0,-24392.0,41167.7万,-2793,6726
309,极速蜗牛,7.1,6070226,0.9999999999999968,['大卫·索伦'],"['达伦·莱姆克', '罗伯特·D·西格尔']","['瑞恩·雷诺兹', '保罗·吉亚玛提', '迈克尔·佩纳', '路易斯·古兹曼', '比尔·哈德尔']",喜剧,7487,96,2013,09,18,19.0,3768.0,7101.0,2887.0,-12.0,-3003.0,-5678.0,53.0,11295.3万,2177,696
310,枕边有张脸,3.9,19962668,0.9715380995394084,['赵小溪'],['牛朝杰'],"['吴其江', '赵仕瑾', '王翀', '赵叶索', '刘妙']",悬疑,15939,96,2013,06,14,40.0,6574.0,4845.0,84182.0,-24.0,2992.0,3193.0,-72088.0,2354.7万,17371,419
311,林肯律师,7.7,2996790,1.0,['布拉德·福尔曼'],"['约翰·罗曼罗', '麦可·康纳利']","['马修·麦康纳', '玛丽莎·托梅', '瑞恩·菲利普', '威廉姆·H·梅西', '约翰·雷吉扎莫']",剧情,76,118,2012,08,15,63.0,1197.0,2248.0,647.0,-8.0,87.0,41.0,-354.0,399.1万,7662,419
312,柠檬,4.2,6894260,1.0,['章家瑞'],"['韩志', '袁大举']","['立威廉', '洪晓熙', '金莎', '谭佑铭', '刘仪伟']",剧情,93,100,2013,04,19,12.0,397.0,412.0,612.0,-1.0,-63.0,-80.0,133.0,6.7万,5760,3502
313,栀子花开,4.1,26021055,0.9999999999998368,['何炅'],"['傲立', '南罗', '龚佳', '杨啸']","['李易峰', '张慧雯', '蒋劲夫', '魏大勋', '杜天皓']",爱情,43,107,2015,07,10,53.0,856.0,2727.0,3253.0,-41.0,-243.0,-1008.0,-989.0,32.8万,239577,1848
314,校花诡异事件,3.1,20473370,0.31475717683800697,['关尔'],"['梁潇潇', '朱孛']","['赵奕欢', '王一', '翟子陌', '孔宋今', '陈美行']",惊悚,19540,102,2013,07,12,44.0,1993.0,35686.0,5217.0,-37.0,-1785.0,-24000.0,-4524.0,801.3万,16103,2364
315,校车,2.8,20445145,0.9991381634342869,['于荣光'],['孙逊'],"['于荣光', '柯以敏', '张恩齐', '张新成', '李曼嘉']",剧情,36978,93,2013,09,10,817.0,46875.0,66921.0,290929.0,-16.0,-43595.0,-41233.0,-275189.0,10.3万,347,597
317,桔子的天空,7.3,25861612,0.9999999999997696,['徐鸿钧'],['崔民'],"['李万年', '武东博']",剧情,2586,98,2015,01,15,698.0,25797.0,111793.0,182391.0,-298.0,-8208.0,-100189.0,-152724.0,15.6万,396,31
318,梦之队,6.3,4111473,1.0,['本森·李'],"['Chris Parker', 'Brin Hill']","['乔什·哈洛威', '拉兹·阿隆索', '乔希·佩克', '凯蒂·洛茨', '克里斯·布朗']",歌舞,141055,109,2013,09,20,348.0,3597.0,5515.0,29806.0,-3.0,0.0,0.0,0.0,33.2万,-661,4113
319,梦宅诡影,6.2,3818565,0.9999999999999972,['吉姆·谢里丹'],['David Lucas'],"['丹尼尔·克雷格', '蕾切尔·薇兹', '娜奥米·沃茨', '马尔顿·索克斯', '泰勒·吉蕾']",剧情,41136,92,2011,12,29,53.0,267.0,298.0,953.0,-11.0,-8.0,-19.0,74.0,1787.5万,830,37
320,森林孤影,3.3,25897421,0.001570120960061705,['杨振豪'],"['张艺耀', '啊张', '才博']","['刘子漫', '胡天阳', '常海波', '程耀辉']",剧情,136177,90,2014,09,12,33.0,4965.0,8641.0,11525.0,-15.0,-4739.0,-8449.0,-10910.0,3.1万,275,284
321,森林战士,7.3,3263814,1.0,['克里斯·韦奇'],"['詹姆士·V·哈特', '威廉·乔西', '丹尼尔·希尔', '汤姆·J·阿瑟尔', '马特·恩贝尔', '克里斯·韦奇']","['阿曼达·塞弗里德', '乔什·哈切森', '碧昂丝·诺尔斯', '科林·法瑞尔', '克里斯托弗·沃尔兹']",动画,5546,102,2013,11,29,163.0,2569.0,3325.0,10726.0,-64.0,-613.0,-1601.0,-1836.0,4996.1万,276,1494
322,楼,2.8,21264290,0.008254326396985201,['李远'],['程力栋'],"['林心如', '谭耀文', '陈司翰', '白柳汐', '张达明']",悬疑,344574,85,2013,03,28,11.0,38.0,423.0,464.0,-2.0,9.0,-145.0,2.0,9.7万,819,593
323,模特魅影,2.8,24381046,0.9996955705230928,['佟秀玄'],['佟秀玄'],"['倪慕斯', '杨骏', '唐宁', '李星海', '饶薇']",剧情,75,108,2013,07,26,846.0,38188.0,229037.0,873970.0,-85.0,-25160.0,-37939.0,-595936.0,333.5万,1949,335
324,横山号,4.6,10521681,0.9999999634793524,['周伟'],"['张晓虎', '傅萌', '康峰']","['杜雨露', '吴健', '徐囡楠', '萨日娜']",剧情,125364,89,2012,11,08,723.0,21677.0,322110.0,52609.0,-429.0,8965.0,13095.0,-11457.0,4.9万,358,86
325,樱桃,5.6,6529885,0.9999999578686484,['史蒂芬·艾略特'],"['罗蕾莱·李', '史蒂芬·艾略特']","['詹姆斯·弗兰科', '阿什丽·欣肖', '海瑟·格拉汉姆', '戴夫·帕特尔', '莉莉·泰勒']",剧情,3398,102,2012,04,24,4.0,64.0,165.0,170.0,0.0,0.0,0.0,0.0,76.8万,22449,57576
326,止杀令,5.1,21357362,0.9975584767630276,['王坪'],['冉平'],"['赵有亮', '涂们', '李小冉', '耿乐', '余少群']",剧情,18527,108,2013,03,22,104.0,263.0,2130.0,1301.0,-61.0,584.0,230.0,402.0,450.5万,6218,240
327,正·青春,4.5,6796180,0.9995704790418848,['赵燕国彰'],"['赵燕国彰', '陈子光']","['赵燕国彰', '王子文', '张进', '王玉众', '王馨乐']",剧情,423,93,2011,09,23,71.0,7950.0,40132.0,141.0,-50.0,-4037.0,-37560.0,-97.0,19.4万,521,64
328,死亡派对,5.9,21941106,1.0,['解航'],['解航'],"['袁咏仪', '高圣远', '熊乃瑾', '张籽沐']",剧情,11310,86,2014,09,19,919.0,744.0,701.0,6629.0,-1.0,0.0,0.0,0.0,551.3万,4795,379
329,死亡迷局,3.6,5342081,0.8028788662291219,['鲁坚'],"['王建武', '鲁坚']","['董娉', '傅冲', '阮惟新']",剧情,578,92,2012,03,23,138.0,7349.0,40754.0,346.0,-71.0,3653.0,6700.0,-205.0,266.7万,323,93
330,死亡邮件,3.5,25798808,0.9999999999999982,['李彧'],"['于波', '周雅莉']","['任泉', '乔任梁', '张杨果而', '李彧', '周泓']",悬疑,110,90,2014,06,20,61.0,13306.0,29817.0,3084.0,-38.0,-5684.0,-21015.0,-157.0,646.4万,901,275
331,残团,4.0,20458803,0.2222227056656612,['蔡抒南'],['吴远博'],"['范雨林', '李梅可', '王辉']",剧情,10862,89,2013,05,11,591.0,4189.0,5064.0,17964.0,-68.0,-20.0,203.0,117.0,50.3万,284,81
333,母语,6.5,6855108,0.999999999966982,['俞钟'],['王海平'],"['秦岚', '方中信', '汪裴']",剧情,42,97,2012,07,17,822.0,5339.0,2959.0,73812.0,0.0,0.0,0.0,0.0,23.3万,827,281
334,毕业那年,3.8,10759842,0.0004006319763315558,['姚宇'],['仧縯'],"['顾莉雅', '朱文超', '叶青青', '王仲欣', '丁汀']",剧情,85,88,2012,09,21,37.0,601.0,957.0,2901.0,-25.0,-299.0,-343.0,-1845.0,121.4万,2720,624
335,求爱大作战,4.3,24706118,0.9824224229819344,['叶念琛'],"['叶念琛', '黄柏高']","['沈震轩', '陈奂仁', '张建声', '连诗雅', '蒋家旻']",剧情,15608,91,2014,11,11,644.0,16272.0,13214.0,107925.0,-283.0,-3845.0,-2461.0,-26610.0,72.0万,1431,397
336,江南爱情故事,5.1,25761527,0.9999993992117434,['任鹏'],['卢冬红'],"['沈秋雨', '沈涛', '王欢', '呼延晓辉', '张恩齐']",爱情,284,94,2014,02,14,819.0,19236.0,116997.0,64565.0,5.0,0.0,0.0,1.0,122.6万,5400,205
337,江湖论剑实录,5.4,24758396,0.9999999999999998,['蒋卓原'],"['蒋卓原', '顾斐斐']","['郑恺', '孙坚', '潘之琳', '余思潞', '午马']",喜剧,82338,96,2014,08,15,231.0,11520.0,73962.0,65087.0,-130.0,-3709.0,-51436.0,-38969.0,1093.9万,14095,1430
338,汽车人总动员,2.3,26416155,0.9802803691382536,['卓建荣'],"['吴伟', '陈加兴']","['刘馨萱', '沈桦', '袁文革', '胡达威', '夏甜']",喜剧,718,85,2015,07,03,437.0,31483.0,224850.0,624361.0,-230.0,-11580.0,-17228.0,-419600.0,584.3万,12154,1180
339,河东狮吼2,3.3,6221409,0.030809192888616832,['马伟豪'],"['马志宇', '曹升']","['张柏芝', '小沈阳', '赵本山', '黄维德', '张馨予']",喜剧,91,102,2012,08,17,905.0,9206.0,7290.0,25364.0,0.0,0.0,0.0,0.0,7091.8万,37481,7302
340,波鲁鲁冰雪大冒险,6.4,20416699,0.9999999453139852,['朴英均'],"['李善', '李美子', '洪小英', '郑美淑', '金桓镇']",[],动画,102,79,2013,01,25,221.0,5963.0,7981.0,22182.0,523.0,-641.0,-2783.0,2759.0,1220.4万,922,117
341,洛克王国2圣龙的心愿,5.7,20443571,0.9999999999209526,['于胜军'],['曹大伟'],"['林颖', '孙闻']",动画,60796,89,2013,01,31,879.0,10814.0,13447.0,47623.0,-1.0,29.0,17.0,211.0,6953.2万,408,174
342,浮出水面的影子,4.8,6038023,0.4657290950402996,['贾东朔'],['贾东朔'],"['沈傲君', '张伟欣', '李佳', '姜武']",剧情,228,95,2012,02,17,585.0,1745.0,4754.0,6494.0,-250.0,0.0,0.0,0.0,218.4万,6032,157
343,浮城大亨,7.2,10586620,1.0,['严浩'],"['严浩', '庞向怡']","['郭富城', '杨采妮', '鲍起静', '刘心悠', '何超仪']",剧情,16704,104,2012,05,18,165.0,596.0,3208.0,2503.0,-117.0,365.0,-117.0,1282.0,903.8万,6098,185
344,海啸奇迹,7.5,4832825,1.0,['胡安·安东尼奥·巴亚纳'],"['塞尔希奥·G·桑切斯', 'María Belón']","['娜奥米·沃茨', '伊万·麦克格雷格', '汤姆·赫兰德', '萨缪尔·乔斯林', '奥克利·佩德加斯特']",剧情,4233,113,2013,08,29,37.0,1066.0,1436.0,4220.0,-7.0,0.0,0.0,0.0,5500.2万,1733,950
345,消失的子弹,6.5,6991110,0.9999999999999996,['罗志良'],"['罗志良', '杨倩玲']","['谢霆锋', '刘青云', '杨幂', '井柏然', '廖启智']",动作,76,108,2012,08,14,896.0,365.0,423.0,1798.0,-2.0,0.0,0.0,0.0,15949.4万,76131,4228
346,深度谜案,6.7,1950192,1.0,['阿莱克斯·德·拉·伊格莱西亚'],"['阿莱克斯·德·拉·伊格莱西亚', '豪尔赫·格力加耶切瓦利亚']","['伊利亚·伍德', '约翰·赫特', '蕾欧诺·瓦特林', '朱莉·考科斯', '吉姆·卡特']",悬疑,137981,108,2011,12,31,295.0,1064.0,3778.0,2182.0,-212.0,-827.0,-2718.0,-1536.0,1866.6万,432,81
347,深海之战,5.2,4861402,0.9999999997384399,['金志勋'],['尹齐均'],"['河智苑', '安圣基', '吴智昊', '宋清晨', '车艺莲']",动作,1180,100,2011,12,06,341.0,1421.0,12918.0,7913.0,-157.0,0.0,0.0,0.0,2105.1万,7214,2008
348,深海挑战,8.3,20270795,1.0,"['约翰·布鲁诺', '雷蒙德·昆特', '安德鲁·韦特']",['约翰·加文'],"['詹姆斯·卡梅隆', '弗兰克·洛蒂托', '拉克兰·伍兹', '保罗·亨利']",纪录片,174,90,2015,02,12,813.0,16818.0,11011.0,244621.0,-416.0,-5313.0,-5878.0,-120087.0,240.7万,6467,443
350,渴望的青春,3.6,25871713,0.9539344210830492,['马雍'],"['刘先畅', '刘训']","['吴昊泽', '张晏精', '何婷贤', '李夏佩', '赵斌']",剧情,4579,107,2014,05,09,37.0,866.0,1523.0,3431.0,-15.0,-5.0,-407.0,101.0,19.5万,552,77
351,湘南起义,2.6,11636794,0.3699227284130946,"['周琦', '马德林']","['谭仲池', '吴言']","['陈牧扬', '侯煜', '朱义', '源唯杰', '郭鑫']",剧情,2579,98,2012,10,20,353.0,29294.0,13440.0,187635.0,-243.0,-6032.0,-5526.0,-51061.0,5.0万,153,129
352,潜艇总动员2,3.2,10748141,0.8625310684733438,"['谭轶心', '鲍勃·道塞特']",['辛迪·麦恺'],[],喜剧,1066,85,2012,06,01,180.0,4672.0,24466.0,19684.0,-32.0,0.0,0.0,0.0,1666.3万,612,222
355,潜龙风云,5.5,25810920,0.5146312249611956,['李保樟'],"['李保樟', '贺鑫']","['蔡卓妍', '黄秋生', '黄又南', '陈惠敏', '吴志雄']",剧情,102,100,2014,11,07,894.0,10190.0,38441.0,117178.0,0.0,0.0,0.0,0.0,84.9万,2256,381
356,激战,7.8,20388223,1.0,['林超贤'],"['吴炜伦', '冯志丰', '林超贤']","['张家辉', '彭于晏', '李馨巧', '梅婷', '李菲儿']",剧情,55,121,2013,08,16,804.0,45857.0,32499.0,69494.0,-330.0,-28226.0,-8761.0,-44361.0,1539.7万,47868,3464
357,激战运钞车,5.6,2058846,0.9999999354583332,['尼姆罗德·安陶尔'],['詹姆斯·v·辛普森'],"['马特·狄龙', '让·雷诺', '劳伦斯·菲什伯恩', '阿莫里·诺拉斯科', '弗莱德·沃德']",动作,492,88,2011,04,12,16.0,255.0,847.0,102.0,-1.0,5.0,9.0,-2.0,1539.7万,5634,1189
358,火焰山历险记,3.1,24325765,7.81136566210261e-05,['肖淮海'],"['尹恒', '张萍捐']","['古月艺', '寇来', '宏勃', '王一惟', '施欣盈']",动画,61,84,2013,07,19,17.0,405.0,431.0,230.0,-2.0,-25.0,-54.0,-2.0,583.2万,3773,144
359,火线反攻,5.4,6875610,0.999999999090829,['大卫·巴雷特'],['汤姆·奥康纳'],"['乔什·杜哈明', '布鲁斯·威利斯', '罗莎里奥·道森', '文森特·多诺费奥', '50分']",剧情,3346,95,2014,11,28,813.0,84818.0,135334.0,705653.0,-4.0,-48610.0,-61422.0,-436533.0,1149.1万,63,46
360,火鸡总动员,6.0,5154496,0.999999999997842,['吉米·海沃德'],"['吉米·海沃德', '斯科特·摩西尔', '大卫·I·斯特恩', '约翰·J·施特劳斯']","['欧文·威尔逊', '伍迪·哈里森', '艾米·波勒', '武井乔治', '科尔姆·米尼']",喜剧,2788,91,2014,03,07,311.0,7171.0,12981.0,12506.0,-216.0,-3749.0,-10206.0,-3198.0,4997.1万,4890,2036
361,灰姑娘,6.7,6875263,0.9999999998718434,['肯尼思·布拉纳'],['克里斯·韦兹'],"['莉莉·詹姆斯', '理查德·麦登', '凯特·布兰切特', '海莉·阿特维尔', '海伦娜·伯翰·卡特']",爱情,86,106,2015,03,13,847.0,760.0,939.0,2556.0,-5.0,0.0,0.0,0.0,701.6万,93856,7251
362,点对点,6.8,25724870,0.9999999999999676,['黄浩然'],['黄浩然'],"['陈豪', '蒙亭宜', '林子聪', '邵仲衡', '张雪芹']",剧情,2423,89,2014,10,30,889.0,65777.0,216517.0,66650.0,-2.0,0.0,0.0,0.0,7.4万,30,186
363,熊出没之夺宝熊兵,6.4,24753811,0.9999999985729859,"['丁亮', '刘富源']","['刘富源', '徐芸', '江波', '崔铁志', '万秦', '姜璐', '戴悫', '张金', '林超', '刘服华', '陈为强', '叶天龙', '林汇达', '黄燕']","['张秉君', '张伟', '谭笑', '陈光', '孙尧东']",喜剧,692,95,2014,01,17,9.0,152.0,296.0,338.0,0.0,-82.0,-165.0,-131.0,24808.4万,124524,3546
364,熊猫总动员,3.4,4913184,0.00013186660432695785,"['Greg Manwaring', 'Michael Schoemann']",['Greg Manwaring'],"['何炅', '谢娜', '李维嘉', '杜海涛', '刘纯燕']",动画,33354,86,2011,02,03,839.0,1275.0,1301.0,3629.0,0.0,0.0,0.0,0.0,4568.5万,3362,4362
