,rating,sentiment,total_people,running_time,year,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like,boxing,difference,average,d_mean,d_std,s_mean,s_std,t_mean,t_std,J·J·艾布拉姆斯,乔丹娜·布鲁斯特,乔斯·韦登,亚伦·保尔,亨利·卡维尔,伊尔凡·可汗,伊德里斯·艾尔巴,伊莫琴·普茨,佐伊·索尔达娜,保罗·沃克,克萝丽丝·利奇曼,克里斯·埃文斯,克里斯·帕拉特,克里斯·桑德斯,克里斯·海姆斯沃斯,克里斯托弗·埃克莱斯顿,克里斯托弗·诺兰,克里斯汀·韦格,冯小刚,冯绍峰,凯文·科斯特纳,凯瑟琳·基纳,刘雅瑟,加里·奥德曼,劳拉·邓恩,卡西·阿弗莱克,卢惠光,卢靖姗,史蒂夫·卡瑞尔,史蒂夫·库根,史蒂文·斯皮尔伯格,吉尔莫·德尔·托罗,吕寅荣,吴京,吴秀波,哈维尔·巴登,哈莉·贝瑞,唐·钱德尔,塔伦·埃格顿,塔布,多米尼克·库珀,姚星彤,娜塔莉·波特曼,娜奥米·哈里斯,孙健君,安吉丽娜·朱莉,安妮·海瑟薇,宋美慧,宋美曼,小罗伯特·唐尼,尼克·罗宾森,布莱丝·达拉斯·霍华德,布莱恩·辛格,廖凡,弗兰克·格里罗,张晋,张译,归亚蕾,徐峥,成龙,戴安·琳恩,扎克瑞·昆图,托尼·贾,拉塞尔·布兰德,拉菲·斯波,文森特·多诺费奥,斯嘉丽·约翰逊,斯科特·沃,朗·普尔曼,本·金斯利,本杰明·布拉特,朱浩伟,朱迪·丹奇,权相宇,李宇春,李安,李小璐,李秉宪,李连杰,杜鹃,杨子姗,杰克·布莱克,杰森·斯坦森,杰西卡·查斯坦,林更新,林诣彬,查理·戴,查理·汉纳姆,柯克·德·米科,格温妮斯·帕特洛,江疏影,汤唯,汤姆·希德勒斯顿,沙恩·布莱克,泰·辛普金斯,海清,温子仁,王德顺,王真儿,理查德·阿滕伯勒,瑞奇·热维斯,白百何,皮埃尔·柯芬,科林·特雷沃罗,科林·费尔斯,米兰达·卡斯格拉夫,米歇尔·罗德里格兹,罗宾·威廉姆斯,艾玛·斯通,苏拉·沙玛,范·迪塞尔,范伟,菊地凛子,萨姆·门德斯,葛优,薛晓路,袁泉,西蒙·佩吉,詹姆斯·麦卡沃伊,谢楠,赵又廷,赵天宇,赵薇,达斯汀·霍夫曼,达科塔·约翰逊,迈克尔·凯恩,迈克尔·基顿,迈克尔·珊农,郑保瑞,郝蕾,郭敬明,钱人豪,阿兰·泰勒,阿德琳妮·帕里奇,阿迪勒·侯赛因,陈学冬,陶虹,雷·帕克,韩寒,马修·沃恩,马修·麦康纳,马克·斯特朗,马克·韦布,鲍勃·佩克,鲍德熹,鹿晗,黄渤,genre_传记,genre_儿童,genre_剧情,genre_动作,genre_动画,genre_历史,genre_喜剧,genre_奇幻,genre_家庭,genre_悬疑,genre_惊悚,genre_战争,genre_歌舞,genre_爱情,genre_科幻,genre_纪录片
422,6.6,0.9999999993496692,53227,105,2011,26.0,161.0,371.0,132.0,-2.0,-7.0,3.0,9.0,13595.0,-294,2371,13595.0,0.0,12572.5875,1770.8703962935144,15673.813333333334,11048.01811617712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,6.6,1.0,9283,132,2013,805.0,24577.0,14589.0,443155.0,-556.0,-16603.0,-9701.0,-359016.0,71918.2,97590,12542,71918.2,0.0,71918.2,0.0,47689.094,18024.89879129822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,5.7,4.451398554938813e-05,46346,96,2013,176.0,5993.0,5722.0,12820.0,-51.0,0.0,0.0,0.0,217.6,3885,3219,217.6,0.0,217.6,0.0,5250.268000000001,5129.089688833294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,3.1,0.9999996624943704,35845,90,2014,29.0,4545.0,1258.0,6398.0,-26.0,-4522.0,-1230.0,-6367.0,7458.1,3130,360,7458.1,0.0,5681.0,1777.1000000000001,5782.906666666668,2051.7571825578625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,6.0,0.9999999999999948,3528,108,2011,291.0,1992.0,2170.0,19052.0,-104.0,0.0,0.0,0.0,105.2,1656,97,442.65000000000003,0.0,105.2,0.0,1904.75,3080.9356474941183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,6.3,1.0,12975,120,2013,62.0,1960.0,13678.0,5855.0,-35.0,-325.0,-10445.0,-1224.0,202.5,5728,1266,244.96666666666667,0.0,271.78,69.28,183.69,37.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,6.8,0.999999948210338,3381,85,2012,108.0,774.0,2231.0,1422.0,0.0,0.0,0.0,0.0,1251.0,237,22,1251.0,0.0,1251.0,0.0,1501.31,330.2604796217677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,6.7,1.0,4993,100,2014,2.0,0.0,0.0,1.0,2.0,46.0,27.0,51.0,420.2,13110,630,420.2,0.0,420.2,0.0,423.23,6.060000000000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,6.2,0.15316948871609035,41,98,2013,377.0,7439.0,4336.0,182925.0,-290.0,-2678.0,-3251.0,-136439.0,20125.8,99760,4977,20125.8,0.0,20125.8,0.0,16918.08,4379.163326321593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,7.0,1.0,54,93,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-4,5,2.25,0.0,0.7,0.0,0.975,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2.5,0.9976987447176218,30073,90,2013,13.0,821.0,760.0,2487.0,-4.0,261.0,384.0,569.0,256.0,3,405,256.0,0.0,256.0,0.0,747.495,797.686439398339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,5.8,0.9999999999999633,15967,111,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14935.0,7967,2215,17714.15,0.0,17019.362500000003,1203.407250463762,17894.556666666664,8908.000604073723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,8.5,1.0,10862,163,2013,240684.0,3679.0,3798.0,22419.0,0.0,-184.0,-126.0,-1672.0,1788.8,15113,3483,1788.8,0.0,1788.8,0.0,8218.031666666666,5968.43966354226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,6.5,0.9999999989008336,4465,96,2011,49.0,5508.0,5329.0,7034.0,-6.0,-713.0,-44.0,-769.0,14.4,2796,188,14.4,0.0,14.4,0.0,761.2566666666668,1274.8153362393755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5.7,1.0,105570,108,2013,106.0,2638.0,2488.0,9176.0,-61.0,-1688.0,-814.0,-6036.0,53438.8,-2276,5477,27882.75,0.0,27882.75,0.0,28874.386,7604.812275814836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2.6,0.9997307683916026,97,88,2014,824.0,58489.0,203838.0,431790.0,-2.0,-28853.0,-161637.0,-186967.0,728.8,6231,2418,413.54999999999995,0.0,728.8,0.0,2120.173333333333,3035.9646291600816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,5.9,0.9999738012019194,578,99,2012,84.0,488.0,717.0,1293.0,-49.0,-59.0,-198.0,-87.0,16029.8,1238,260,16029.8,0.0,16187.837499999998,273.7289795011655,15712.709999999997,6211.151135530353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,3.7,0.8780120007947647,3081,90,2014,115.0,5024.0,6053.0,76108.0,-91.0,-4038.0,-5721.0,-49258.0,319.2,874,370,270.75,48.44999999999999,220.3,0.0,6125.0,11697.979836668856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
448,3.1,0.9939779897651604,9980,90,2015,5.0,69.0,122.0,164.0,-1.0,-1.0,-14.0,0.0,2071.1,6487,443,2071.1,0.0,2071.1,0.0,1874.2099999999998,393.78000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449,5.3,0.5164086306530099,28677,97,2011,802.0,14755.0,24388.0,32352.0,-455.0,-14383.0,-23996.0,-31581.0,10244.5,3030,1336,4622.225,0.0,3788.8199999999997,0.0,7574.226666666667,3749.191943940869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,3.2,0.9999961650946948,232,90,2011,198.0,2397.0,8860.0,2669.0,-135.0,2720.0,2497.0,-1262.0,4404.0,307,145,4404.0,0.0,4404.0,0.0,4005.65,838.4303727799942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,4.3,0.7275280493298453,126,95,2011,805.0,21519.0,95808.0,70889.0,-314.0,16109.0,78363.0,-8227.0,161.9,-171,1036,161.9,0.0,1229.1166666666666,2386.3690133874006,1146.3339393939393,831.9688005340557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,7.6,0.9996880185656348,65,106,2011,525.0,14153.0,40444.0,12255.0,-346.0,-3207.0,-4972.0,-3062.0,7502.2,4524,1291,7502.2,0.0,7502.2,0.0,16254.366666666665,14084.819489238918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,6.6,0.9999958022007432,2972,83,2014,167.0,6284.0,9721.0,24937.0,-109.0,-5111.0,-9384.0,-22707.0,1150.5,2052,21,1150.5,0.0,1150.5,0.0,8290.575,6721.189761046775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,6.6,0.9999218370996594,339,31,2011,181.0,1279.0,4274.0,10861.0,-36.0,0.0,0.0,0.0,0.1,1407,559,0.1,0.0,0.1,0.0,1263.4466666666672,1600.5475419507054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,7.0,0.9999999999560332,12603,116,2013,109.0,53188.0,134530.0,315531.0,-56.0,-8302.0,-4716.0,-10849.0,5581.0,-304,2426,5581.0,0.0,5581.0,0.0,11902.439999999999,5596.010629493121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458,6.8,0.9999999999999452,231,143,2013,71.0,5843.0,13982.0,3170.0,-59.0,-4781.0,-12480.0,-2980.0,39449.0,9022,946,22040.75,0.0,43959.475,7812.371866269232,35712.409999999996,7473.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,7.2,0.9999999999605091,821,142,2014,132.0,236.0,1456.0,2040.0,-78.0,-42.0,-567.0,214.0,31456.7,30759,9413,31456.7,0.0,31916.670833333337,3801.0984312217975,26396.53,7970.0806633057355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460,5.2,0.9999975844482438,7654,90,2016,112.0,1658.0,4589.0,5139.0,-90.0,831.0,-536.0,-4445.0,551.8,12838,1152,551.8,0.0,551.8,0.0,2213.4,3390.0975179189168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
