,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like
645,纽约行动,4.3,2996752,0.9999268773484143,['艾萨克·佛罗伦汀'],"['博兹·大卫逊', 'Michael Hurst']","['斯科特·阿金斯', '伊原刚志', '肘井美佳', '伊川东吾', '迈尔斯·安德森']",剧情,110432,86,2012,04,13,444.0,251.0,269.0,692.0,-178.0,0.0,0.0,0.0
646,荒岛情未了,3.7,5951224,0.00033022031467355717,['喻瀚湫'],"['喻瀚湫', '田晓威']","['陈龙', '曹曦文', '蒋小涵', '戴凌鹏', '任珈锐']",悬疑,46842,99,2012,04,13,811.0,85287.0,99540.0,464213.0,-131.0,0.0,0.0,0.0
647,我是中国人,2.7,6845675,0.9999999999955668,['刘观伟'],"['吴文', '郭思遥']","['李乾铭', '颜丹晨', '黄一飞', '张一龙', '周蕾']",剧情,46842,92,2012,04,19,889.0,21977.0,37541.0,61728.0,-2.0,-2409.0,-5033.0,-7555.0
648,黄金大劫案,6.8,6080775,1.0,['宁浩'],"['宁浩', '邢爱娜', '岳小军']","['雷佳音', '陶虹', '程媛媛', '山崎敬一', '郭涛']",剧情,57141,108,2012,04,24,170.0,5699.0,5639.0,11821.0,-131.0,-5509.0,-5294.0,-11605.0
649,云上太阳,6.5,4841182,0.9999999999970834,['丑丑'],['丑丑'],"['菩翎男', '龚璇', '樊晓洋', '穆修玮']",剧情,57141,90,2012,04,27,801.0,105638.0,31833.0,1095665.0,-255.0,-44350.0,-21323.0,-248804.0
650,我是大熊猫,3.0,10583296,0.8025358162115083,"['汤继业', '亢宝晶']",['欧阳逸冰'],"['李扬', '韩乔生', '刘纯燕']",动画,1086,86,2012,04,28,17.0,392.0,470.0,1535.0,-8.0,-301.0,-373.0,-1112.0
651,月色狰狞,3.3,10553094,0.9977678500542864,['张力'],['王连生'],"['邢佳栋', '姚橹', '矢野浩二', '李彧']",动作,39147,84,2012,05,04,340.0,1189.0,5900.0,3405.0,-235.0,-495.0,-294.0,1041.0
652,复仇者联盟,8.0,1866479,1.0,['乔斯·韦登'],"['乔斯·韦登', '扎克·佩恩']","['小罗伯特·唐尼', '克里斯·埃文斯', '斯嘉丽·约翰逊', '克里斯·海姆斯沃斯', '杰瑞米·雷纳']",动作,39147,142,2012,05,05,817.0,9861.0,6294.0,97904.0,-351.0,-2486.0,-238.0,-60398.0
653,飞越老人院,7.8,6872244,1.0,['张杨'],"['张杨', '霍昕', '张翀', '刘奋斗']","['许还山', '吴天明', '李滨', '颜丙燕', '田华']",剧情,55979,101,2012,05,08,982.0,4682.0,4911.0,21876.0,-1.0,0.0,0.0,0.0
654,今天·明天,3.5,10583882,0.9694352850255262,['刘左锋'],['甘露'],['殷桃'],动画,1861,92,2012,05,11,695.0,2017.0,6860.0,8457.0,-323.0,-287.0,-1533.0,-543.0
655,三个火枪手,6.7,4035906,0.9999999999999972,['保罗·安德森'],"['安德鲁·戴维斯', '保罗·安德森']","['马修·麦克费登', '米拉·乔沃维奇', '卢克·伊万斯', '克里斯托弗·沃尔兹', '麦斯·米科尔森']",动作,1861,110,2012,05,15,862.0,1966.0,2664.0,4030.0,2.0,0.0,0.0,0.0
656,浮城大亨,7.2,10586620,1.0,['严浩'],"['严浩', '庞向怡']","['郭富城', '杨采妮', '鲍起静', '刘心悠', '何超仪']",剧情,16704,104,2012,05,18,165.0,596.0,3208.0,2503.0,-117.0,365.0,-117.0,1282.0
657,我十一,7.3,5044737,1.0,['王小帅'],['王小帅'],"['闫妮', '刘文卿', '莫诗旎', '王景春', '王紫逸']",剧情,16704,110,2012,05,18,223.0,2817.0,8064.0,7814.0,-167.0,-578.0,-2546.0,-2351.0
658,忠诚与背叛,4.6,10746136,0.9999208790350596,['张玉中'],"['赵峻防', '邵均林', '沈悦', '宋健']","['刘之冰', '郭晓东', '李幼斌', '侯天来', '卢奇']",剧情,39286,92,2012,05,23,289.0,3236.0,7734.0,6054.0,-175.0,1941.0,2831.0,149.0
659,神勇投弹手,5.6,10734527,0.9999999601406168,['高力强'],"['海流', '赵玉莹']","['答有为', '姜寒', '孙荣']",剧情,39286,94,2012,05,05,133.0,3817.0,2240.0,6548.0,-86.0,-3748.0,-1724.0,-3525.0
660,雨果,7.6,2028677,1.0,['马丁·斯科塞斯'],"['约翰·洛根', '布赖恩·塞尔兹尼克']","['阿萨·巴特菲尔德', '科洛·莫瑞兹', '本·金斯利', '萨莎·拜伦·科恩', '裘德·洛']",剧情,1066,127,2012,05,31,115.0,2883.0,3416.0,42137.0,-82.0,-1932.0,-2741.0,-717.0
661,潜艇总动员2,3.2,10748141,0.8625310684733438,"['谭轶心', '鲍勃·道塞特']",['辛迪·麦恺'],[],喜剧,1066,85,2012,06,01,180.0,4672.0,24466.0,19684.0,-32.0,0.0,0.0,0.0
662,醉后一夜,5.5,6722888,0.9138555779745551,"['曾国祥', '尹志文']","['张优优', '谷峪']","['余文乐', '张静初', '周俊伟', '林宥嘉', '朱雨辰']",喜剧,51972,96,2012,06,01,6.0,1627.0,1336.0,1337.0,-2.0,0.0,0.0,0.0
663,白雪公主之魔镜魔镜,5.9,5967821,0.9999999999997888,['塔西姆·辛'],"['雅各布·格林', '威廉·格林', '梅丽莎·沃雷克', '贾森·凯勒']","['朱莉娅·罗伯茨', '莉莉·柯林斯', '艾米·汉莫', '内森·连恩', '肖恩·宾']",剧情,51972,106,2012,06,01,893.0,1812.0,3649.0,16971.0,-3.0,0.0,0.0,0.0
665,戚继光英雄传,2.2,10757012,0.9999999995901608,"['姚林', '杨清峰', '吴鲁光', '沈丹冶']",['符利群'],[],剧情,161,90,2012,06,01,861.0,7068.0,7551.0,53075.0,-158.0,0.0,0.0,0.0
666,雅典娜：无间谍局,4.8,10758223,0.9597456451575213,"['金荣俊', '金泰勋', '黄郑贤']","['郑雨盛', '秀爱', '车胜元', '李智雅', '崔始源', '金民钟']",[],动作,74742,117,2012,06,07,892.0,15529.0,28987.0,97181.0,-2.0,0.0,0.0,0.0
667,马达加斯加3,8.2,3178770,0.9999999996011022,"['康拉德·弗农', '埃里克·达尼尔', '汤姆·麦格拉思']","['诺亚·鲍姆巴赫', '埃里克·达尼尔']","['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",喜剧,74742,93,2012,06,08,582.0,89661.0,24053.0,1387421.0,-348.0,-59595.0,-14986.0,-892407.0
668,笔仙惊魂,3.2,25828701,0.007642644304203583,['关尔'],"['梁潇潇', '朱孛']","['余心恬', '郭艳', '郭鑫', '郎鹏', '付曼']",悬疑,216,93,2014,04,04,40.0,667.0,2092.0,2944.0,-7.0,-177.0,-1238.0,36.0
669,半夜不要照镜子,3.5,10569133,0.05666101353688146,['牛朝阳'],['牛朝阳'],"['关智斌', '李曼筠', '徐汶萱', '张钧涵', '及莉']",悬疑,108,88,2012,06,14,804.0,1240.0,3838.0,4214.0,-276.0,0.0,0.0,0.0
670,蓝调海之恋,4.4,10740290,0.9998006218081232,['郑真'],"['郑真', '王凌涵']","['韩栋', '王晓', '张如意', '刘恩佑', '李芯逸']",爱情,108,97,2012,06,15,42.0,465.0,3653.0,2110.0,-20.0,-88.0,-242.0,-53.0
671,特工争风,6.5,4301278,0.9973958846139211,['约瑟夫·麦克金提·尼彻'],"['蒂莫斯·道灵', '西蒙·金伯格', '马可斯·高森']","['瑞茜·威瑟斯彭', '克里斯·派恩', '汤姆·哈迪', '阿比盖尔·斯宾赛', '劳拉·范德沃特']",喜剧,74,98,2012,06,16,892.0,929.0,1589.0,8115.0,-3.0,0.0,0.0,1.0
672,勇敢传说,7.4,3036473,1.0,"['马克∙安德鲁斯', '布兰达∙查普曼', '史蒂夫·普切尔']","['布兰达∙查普曼', '艾琳·梅琪', '马克∙安德鲁斯', '史蒂夫·普切尔']","['凯莉·麦克唐纳', '艾玛·汤普森', '比利·康诺利', '朱丽·沃特斯', '罗彼·考特拉尼']",喜剧,74,93,2012,06,19,814.0,34235.0,18612.0,601438.0,-552.0,-25358.0,-12530.0,-377011.0
673,边防站,5.7,10833850,0.9999999999836529,['吴天戈'],['刘广雄'],"['丁海峰', '孔庆三', '高海诚']",剧情,116427,89,2012,06,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,擒爱记,5.0,10554941,0.9999760570049748,['韩承桓'],['李洋'],"['莫小棋', '巩新亮', '谭卓', '冯丹滢', '曾祥程']",喜剧,116427,90,2012,06,21,807.0,11600.0,24053.0,83496.0,-554.0,1743.0,-11986.0,-60057.0
675,悬赏,5.9,11531725,0.9999998382019576,['冯志强'],['冯志强'],"['杜汶泽', '薛凯琪', '王紫逸', '万梓良', '许冠文']",剧情,26061,104,2012,06,21,68.0,1372.0,4882.0,8603.0,-50.0,-1247.0,-4620.0,-8418.0
676,猪猪侠之囧囧危机3D,4.0,26358025,0.9999838384531996,"['陆锦明', '陆锦辉']",['古志斌'],"['陆双', '陈志荣', '祖晴', '徐经纬', '陈轶']",喜剧,26061,90,2015,07,10,141.0,1760.0,3821.0,5716.0,-99.0,687.0,-63.0,-2886.0
677,非常绑匪,3.1,5924218,0.9707762592437671,['李学兵'],"['李学兵', '高扬']","['张默', '邬祯琳', '姜武', '张光北', '艾俊龙']",剧情,264,97,2012,06,29,882.0,7714.0,12602.0,59043.0,0.0,0.0,0.0,0.0
678,青春搏击,4.0,10601033,0.9999999801435258,"['陈星海', '王俊']","['曹帅', '李奔', '谢朦', '谢君豪', '李颖']",[],剧情,264,90,2012,06,29,339.0,2576.0,4391.0,28957.0,-250.0,-1429.0,86.0,-20262.0
679,一八九四·甲午大海战,5.2,6080772,0.9999999999907979,['冯小宁'],['冯小宁'],"['陆毅', '夏雨', '杨立新', '孙海英', '龚洁']",剧情,39,120,2012,07,06,907.0,69935.0,788150.0,52100.0,0.0,0.0,0.0,0.0
680,搜索,7.3,6799191,1.0,['陈凯歌'],"['陈凯歌', '唐大年']","['高圆圆', '姚晨', '赵又廷', '陈红', '王学圻']",剧情,39,117,2012,07,06,103.0,16000.0,4515.0,51975.0,-7.0,0.0,0.0,0.0
681,四大名捕,4.8,10604892,0.9999913850605012,"['陈嘉上', '秦小珍']","['陈嘉上', '陈淑贤', '王思敏', '谭广源', '吕冠南', '温瑞安']","['邓超', '刘亦菲', '邹兆龙', '郑中基', '黄秋生']",动作,19331,118,2013,12,06,912.0,9548.0,19936.0,121978.0,0.0,0.0,0.0,1.0
682,绝色武器,3.9,10828426,0.9024075254838988,['麦子善'],['王晶'],"['谢婷婷', '安志杰', '洪金宝', '伍允龙', '贝安琪']",动作,19331,93,2012,07,13,292.0,2560.0,10078.0,11608.0,-132.0,-2026.0,-9654.0,-6861.0
683,爱的面包魂,5.9,6858739,0.999998723018582,"['高炳权', '林君阳']",['木二'],"['陈汉典', '陈妍希', '倪安东', '廖峻', '陈盈洁']",剧情,42,114,2012,07,13,2.0,44.0,22.0,56.0,-1.0,0.0,-12.0,-8.0
684,母语,6.5,6855108,0.999999999966982,['俞钟'],['王海平'],"['秦岚', '方中信', '汪裴']",剧情,42,97,2012,07,17,822.0,5339.0,2959.0,73812.0,0.0,0.0,0.0,0.0
685,宝马狂想曲,3.7,6901135,0.013015842822829526,['李麒麟'],"['李麒麟', '鲍鱼哥', '周鹭']","['陈小春', '戎祥', '熊乃瑾', '彭波', '刘添月']",喜剧,8575,90,2012,07,20,59.0,319.0,276.0,887.0,-6.0,-32.0,-106.0,-86.0
686,神探亨特张,6.9,6880590,0.9999995879063672,['高群书'],"['高群书', '代雁']","['张立宪', '史航', '宁财神', '顾小白', '白燕升']",动作,8575,118,2012,07,20,791.0,8165.0,24008.0,13156.0,-221.0,39.0,53.0,-38.0
687,在劫难逃,5.7,4308001,1.0,['约翰·辛格顿'],['肖恩·克里斯汀森'],"['泰勒·洛特纳', '莉莉·柯林斯', '阿尔弗雷德·莫里纳', '西格妮·韦弗', '迈克尔·恩奎斯特']",剧情,2280,106,2012,07,27,107.0,462.0,2092.0,924.0,-65.0,-130.0,-284.0,-608.0
688,老雷斯的故事,6.8,3893805,0.9999999964390659,"['克里斯·雷纳德', '凯尔·巴尔达']","['肯·道里欧', '辛科·保罗', '苏斯博士']","['扎克·埃夫隆', '泰勒·斯威夫特', '丹尼·德维托', '艾德·赫尔姆斯', '贝蒂·怀特']",动画,2280,86,2012,07,27,869.0,7981.0,3426.0,33177.0,6.0,0.0,0.0,0.0
690,平壤之约,4.0,10478122,1.0,"['西尔扎提·亚合甫', '金贤哲']","['黄丹', '金春元']","['刘冬', '李梦男', '高扬棋', '陶玉玲', '金玉林']",剧情,23280,91,2012,08,03,11.0,68.0,207.0,75.0,-7.0,-59.0,-151.0,-59.0
691,请叫我英雄,7.0,25899379,1.0,['佐藤信介'],"['野木亚纪子', '花泽健吾']","['大泉洋', '有村架纯', '长泽雅美', '吉泽悠', '冈田义德']",动作,197424,126,2015,10,13,85.0,2860.0,16077.0,10115.0,-27.0,6.0,-1439.0,94.0
692,听风者,6.8,6041191,0.9999998592306364,"['麦兆辉', '庄文强']","['麦兆辉', '庄文强', '麦家']","['梁朝伟', '周迅', '范晓萱', '王学兵', '董勇']",剧情,197424,120,2012,08,07,494.0,2556.0,9209.0,11795.0,-39.0,0.0,0.0,0.0
693,我爱灰太狼,2.7,24325767,0.1325991032627829,['叶凯'],['黄伟健'],"['赵英俊', '王智', '蔡景森']",喜剧,2500,88,2013,08,01,857.0,16194.0,9582.0,44203.0,1.0,-3046.0,21148.0,4744.0
694,拯救第365天,3.1,10866863,8.215647641862668e-06,"['亓梅晓', '图兰·唐克', '马克·皮涅罗', '李山']","['李扬', '刘红韵', '陈轶', '王灵', '陆双', '陈志荣']",[],动画,2500,84,2012,08,10,905.0,14123.0,25595.0,43744.0,3.0,0.0,0.0,0.0
695,消失的子弹,6.5,6991110,0.9999999999999996,['罗志良'],"['罗志良', '杨倩玲']","['谢霆锋', '刘青云', '杨幂', '井柏然', '廖启智']",动作,76,108,2012,08,14,896.0,365.0,423.0,1798.0,-2.0,0.0,0.0,0.0
696,林肯律师,7.7,2996790,1.0,['布拉德·福尔曼'],"['约翰·罗曼罗', '麦可·康纳利']","['马修·麦康纳', '玛丽莎·托梅', '瑞恩·菲利普', '威廉姆·H·梅西', '约翰·雷吉扎莫']",剧情,76,118,2012,08,15,63.0,1197.0,2248.0,647.0,-8.0,87.0,41.0,-354.0
697,华丽之后,5.7,6068517,0.9999999994416564,['麦曦茵'],['麦曦茵'],"['容祖儿', '胡歌', '杜汶泽', '林欣彤', '陈家乐']",爱情,91,102,2012,08,16,882.0,149375.0,1002438.0,461257.0,0.0,0.0,0.0,0.0
698,河东狮吼2,3.3,6221409,0.030809192888616832,['马伟豪'],"['马志宇', '曹升']","['张柏芝', '小沈阳', '赵本山', '黄维德', '张馨予']",喜剧,91,102,2012,08,17,905.0,9206.0,7290.0,25364.0,0.0,0.0,0.0,0.0
699,边境风云,7.7,11501396,1.0,['程耳'],['程耳'],"['孙红雷', '王珞丹', '张默', '杨坤', '倪大红']",剧情,4553,100,2012,08,17,897.0,7483.0,3490.0,18559.0,0.0,0.0,0.0,0.0
700,天津闲人,7.5,10864754,0.9999904947658383,['郑大圣'],"['吴滨', '金宇轩', '林希']","['管新成', '张金元', '杨淼', '李洪臣', '郑福山']",剧情,4553,90,2012,08,18,391.0,7920.0,16190.0,58659.0,-339.0,-1736.0,-9092.0,-52257.0
701,一起飞,4.8,6946773,1.0,['张蠡'],['张蠡'],"['林志颖', '张娜拉', '那威', '万思维', '王子子']",喜剧,382172,96,2012,08,21,866.0,4098.0,8640.0,27876.0,1.0,0.0,0.0,0.0
702,爆笑角斗士,6.3,6534064,0.99999019211816,['钟澍佳'],['黄洋达'],"['曾志伟', '王祖蓝', '阮兆祥', '李思捷', '薛凯琪']",喜剧,382172,90,2012,08,23,460.0,3386.0,4622.0,10156.0,-227.0,-1091.0,-2173.0,-1790.0
703,哭笑不得,3.0,7051307,0.07973822330486248,['罗斌'],['罗斌'],"['王喜', '萧蔷', '柳岩']",喜剧,47,93,2012,08,23,148.0,2223.0,341.0,2098.0,-8.0,0.0,0.0,0.0
704,守株人,3.5,7053739,0.9098670464998304,['李明明'],['李明明'],"['杨紫', '骆达华', '杜奕衡', '刘筱筱', '林雪']",悬疑,47,90,2012,08,23,64.0,751.0,1376.0,5214.0,-30.0,-443.0,-928.0,-3707.0
705,超凡蜘蛛侠,7.2,6082518,0.9999999999605091,['马克·韦布'],"['艾里克斯·库兹曼', '罗伯托·奥奇', '杰夫·皮克纳', '詹姆斯·范德比尔特', '斯坦·李', '史蒂夫·迪特寇']","['安德鲁·加菲尔德', '艾玛·斯通', '杰米·福克斯', '戴恩·德哈恩', '坎贝尔·斯科特']",动作,821,142,2014,05,04,132.0,236.0,1456.0,2040.0,-78.0,-42.0,-567.0,214.0
706,普罗米修斯,7.2,3771562,0.9999999999999988,['雷德利·斯科特'],"['达蒙·林德洛夫', '乔·斯派茨']","['劳米·拉佩斯', '迈克尔·法斯宾德', '查理兹·塞隆', '伊德里斯·艾尔巴', '盖·皮尔斯']",科幻,821,124,2012,09,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,稍安勿躁,3.2,10617749,0.999999999998288,['宋金笑'],['宋金笑'],"['宋金笑', '范逸臣', '陈冲', '王宏伟', '伍勇纳']",剧情,271,90,2012,09,07,44.0,498.0,1321.0,1810.0,-11.0,17.0,57.0,392.0
708,秘鲁大冒险3D,8.2,26277313,1.0,['田晓鹏'],"['田晓鹏', '刘虎', '米粒', '金冉', '金成']","['张磊', '林子杰', '吴文伦', '童自荣', '刘九容']",喜剧,271,89,2015,07,10,55.0,380.0,1249.0,66.0,-49.0,-344.0,-1200.0,-46.0
709,黑衣女人,5.8,5156706,0.9999999999844059,['詹姆斯·瓦特金斯'],"['苏珊·希尔', '简·古德曼']","['丹尼尔·雷德克里夫', '塞伦·希德', '珍妮·麦克蒂尔', '玛丽·萧克莱 ', '露西·梅耶·巴克']",剧情,85,95,2012,09,20,169.0,1807.0,7324.0,5689.0,-99.0,89.0,-3104.0,-448.0
710,毕业那年,3.8,10759842,0.0004006319763315558,['姚宇'],['仧縯'],"['顾莉雅', '朱文超', '叶青青', '王仲欣', '丁汀']",剧情,85,88,2012,09,21,37.0,601.0,957.0,2901.0,-25.0,-299.0,-343.0,-1845.0
711,渡江！渡江！,2.6,10527199,0.031415011363465806,['和小江'],"['王英', '柳建伟']","['陈龙', '章龄之', '侯天来', '郭晓峰', '张笑君']",历史,72525,91,2012,09,21,4.0,15.0,20.0,17.0,-2.0,-11.0,-11.0,-15.0
712,危险关系,5.8,6527269,0.9999999999999488,['许秦豪'],"['严歌苓', '拉克洛']","['章子怡', '张东健', '张柏芝', '窦骁', '卢燕']",剧情,72525,112,2012,09,27,208.0,3609.0,13817.0,6343.0,-121.0,-2274.0,-10879.0,-2117.0
713,二次曝光,6.1,6878446,1.0,['李玉'],"['李玉', '方励']","['范冰冰', '冯绍峰', '霍思燕', '陈冲', '孔维']",剧情,3381,106,2012,09,29,910.0,423.0,1455.0,2091.0,-1.0,835.0,4299.0,2272.0
714,萨米大冒险,6.8,3074533,0.999999948210338,['本·斯塔森'],['多米尼克·帕里斯'],"['蒂姆·克里', '詹尼·麦卡锡', '安东尼·安德森', '梅兰尼·格里菲斯', '小艾德·博格里']",动画,3381,85,2012,09,30,108.0,774.0,2231.0,1422.0,0.0,0.0,0.0,0.0
715,飓风营救2,6.7,3606971,0.999999999998758,['奥利维尔·米加顿'],"['吕克·贝松', '罗伯特·马克·卡门']","['连姆·尼森', '玛姬·格蕾斯', '法米克·詹森', '拉德·舍博德兹加', '卢克·葛莱姆斯']",剧情,14323,91,2012,10,07,811.0,33770.0,56051.0,195642.0,-26.0,-15088.0,-41006.0,-42829.0
716,吴仁宝,3.8,11627084,0.947243840660346,['徐耿'],"['唐宇', '徐耿']","['尤勇', '吴仁宝']",传记,14323,110,2012,10,12,673.0,15552.0,30660.0,315156.0,-535.0,-4520.0,-8018.0,-99537.0
717,最长的拥抱,5.1,11594964,1.0,"['杨亚洲', '杨博']",['钟英魁'],"['童瑶', '刘伟', '倪萍', '洪剑涛', '王劲松']",爱情,1833,90,2012,10,12,882.0,26624.0,40357.0,210756.0,-5.0,1748.0,1732.0,2817.0
718,男人如衣服,5.0,10606939,0.9999999999999916,['谷德昭'],['谷德昭'],"['黄百鸣', '郑中基', '林峯', '熊黛林', '毛舜筠']",喜剧,1833,97,2012,10,12,534.0,4524.0,7575.0,18434.0,-410.0,-1085.0,-2594.0,-390.0
719,岁月无声,6.8,6126441,1.0,['周旭'],['马德林'],"['范植伟', '马思纯', '蒙亭宜', '甘薇', '马德林']",剧情,485,93,2012,10,12,630114.0,38581.0,67562.0,213002.0,-20097.0,3.0,3.0,11.0
720,大碗茶,7.5,10738246,0.9999999999470128,['潘镜丞'],['马泉来'],"['张双利', '石小满', '谢联']",剧情,2347,93,2012,05,08,133.0,1253.0,3691.0,8211.0,2.0,320.0,563.0,1705.0
721,安娜·卡列尼娜,7.1,6110546,1.0,['乔·赖特'],"['汤姆·斯托帕德', '列夫·托尔斯泰']","['凯拉·奈特莉', '裘德·洛', '米歇尔·道克瑞', '凯莉·麦克唐纳', '亚伦·泰勒-约翰逊']",剧情,2347,130,2012,10,16,908.0,10163.0,7480.0,24183.0,-2.0,0.0,0.0,0.0
722,湘南起义,2.6,11636794,0.3699227284130946,"['周琦', '马德林']","['谭仲池', '吴言']","['陈牧扬', '侯煜', '朱义', '源唯杰', '郭鑫']",剧情,2579,98,2012,10,20,353.0,29294.0,13440.0,187635.0,-243.0,-6032.0,-5526.0,-51061.0
723,暮光之城4：破晓(上),6.5,4889554,0.99999999999998,['比尔·康顿'],['斯蒂芬妮·梅耶'],"['罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛特纳', '杰克逊·拉斯波恩', '阿什丽·格林尼']",剧情,2579,115,2012,11,16,322.0,22400.0,25594.0,338746.0,-273.0,-17335.0,-21074.0,-247411.0
724,三个未婚妈妈,4.0,10813354,0.5812145606534096,['江平'],"['朱苹', '徐一文']","['车永莉', '爱新觉罗·启星', '居文沛', '苏有朋', '黄磊']",剧情,12899,90,2012,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,诡爱,4.9,11636413,0.9997573655124432,['梁婷'],"['梁婷', '于传松', '南牧原']","['辛芷蕾', '成毅', '于毅', '叶熙祺', '张哲瀚']",悬疑,12899,107,2012,10,30,39.0,1661.0,4933.0,5090.0,-32.0,-1643.0,-4811.0,-5015.0
726,冰雪11天,5.3,10810268,0.9999999179338585,"['陈国星', '王小列']",['思芜'],"['刘桦', '冯远征', '黄奕', '郭家铭', '奚美娟']",剧情,141277,100,2012,11,01,811.0,7361.0,36009.0,105541.0,-299.0,1322.0,4357.0,-30205.0
727,无敌破坏王,8.6,6534248,1.0,['瑞奇·摩尔'],"['菲尔·约翰斯顿', '珍妮弗·李', '瑞奇·摩尔', '吉姆·里尔顿', '约翰·C·赖利', '山姆·J·莱文', '贾里德·斯特恩']","['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克']",喜剧,141277,101,2012,11,06,83.0,12641.0,18710.0,20023.0,-39.0,-10023.0,-15832.0,-15210.0
728,缘来是咱俩,3.6,5256426,0.99999990640138,['张艺飞'],"['林仕微', '张艺飞']","['黄海冰', '黄小蕾', '方青卓', '李伟健', '季晨']",喜剧,125364,90,2012,11,08,334.0,12153.0,27556.0,26184.0,-11.0,0.0,0.0,0.0
729,横山号,4.6,10521681,0.9999999634793524,['周伟'],"['张晓虎', '傅萌', '康峰']","['杜雨露', '吴健', '徐囡楠', '萨日娜']",剧情,125364,89,2012,11,08,723.0,21677.0,322110.0,52609.0,-429.0,8965.0,13095.0,-11457.0
731,天生爱情狂,5.8,10456963,1.0,['叶念琛'],['叶念琛'],"['张智霖', '刘心悠', '雨侨', '黄智雯', '梁竞徽']",喜剧,8352,106,2012,11,09,46.0,101.0,1735.0,46.0,-27.0,-80.0,-1417.0,-5.0
732,幸福迷途,5.2,10567087,0.9999999999997168,"['张全欣', '江约诚']","['张全欣', '李真']","['邵兵', '陈乔恩', '沙溢', '阿雅', '莫小棋']",剧情,54,95,2012,11,09,214.0,3735.0,2916.0,21079.0,-102.0,96.0,256.0,-8183.0
733,一次别离,8.7,5964718,1.0,['阿斯哈·法哈蒂'],['阿斯哈·法哈蒂'],"['佩曼·莫阿迪', '蕾拉·哈塔米', '萨瑞·巴亚特', '沙哈布·侯赛尼', '萨日娜·法哈蒂']",剧情,54,123,2012,11,13,855.0,621929.0,1005866.0,243082.0,-188.0,-12227.0,-936.0,-82454.0
734,守护者联盟,3.9,26589957,0.999999999999984,['萨里·奥德赛耶'],['安德烈·加夫里洛夫'],"['塞巴斯蒂安·斯萨克', '艾琳娜·拉尼娜', '安东·庞布施尼', '瓦谢斯拉夫·拉贝戈耶夫', '桑扎尔·马季耶夫']",动作,34652,89,2017,05,19,861.0,42370.0,31386.0,396777.0,-1.0,0.0,0.0,0.0
735,给野兽献花,4.9,6389532,0.9999999999958744,['张立嘉'],"['张立嘉', '刘序浩', '裘仲维', '郑元明']","['房祖名', '安以轩', '林雪', '陈保元', '巩新亮']",剧情,34652,91,2012,11,16,834.0,8538.0,4658.0,19337.0,-105.0,0.0,0.0,0.0
736,八卦宗师,2.9,10583890,0.999734718735202,['陈树楷'],['欧力豪'],"['欧力豪', '谢苗', '孙夕尧', '梁小龙', '刘锡明']",动作,15484,110,2012,11,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,目击者,8.1,11600078,0.999999861325577,['程伟豪'],"['程伟豪', '陈昱俐', '陈彦齐']","['庄凯勋', '许玮甯', '柯佳嬿', '李铭顺', '李淳']",悬疑,15484,117,2017,03,31,935.0,32888.0,349048.0,203384.0,1.0,0.0,0.0,0.0
738,少年派的奇幻漂流,9.0,1929463,1.0,['李安'],"['扬·马特尔', '大卫·麦基']","['苏拉·沙玛', '伊尔凡·可汗', '拉菲·斯波', '阿迪勒·侯赛因', '塔布']",剧情,31887,127,2012,11,22,32.0,2416.0,3007.0,5942.0,-19.0,7.0,5.0,-47.0
739,无间罪,2.6,11612905,0.7104613496212026,['夏咏'],"['李刚', '杨浩然']","['刘锡明', '刘珈彤', '梁小龙', '尚华', '林重延']",惊悚,31887,93,2012,11,23,29.0,3023.0,2995.0,326.0,-20.0,-2700.0,-2676.0,-296.0
740,王的盛宴,5.3,4202204,1.0,['陆川'],['陆川'],"['刘烨', '吴彦祖', '张震', '秦岚', '沙溢']",历史,48,109,2012,11,29,278.0,1091.0,838.0,1721.0,-38.0,0.0,0.0,0.0
741,飞扬的青春,3.8,11632726,0.9997485675205714,['陶盟喜'],['曾羽'],"['普超英', '宗峰岩', '郑岚侨', '何美钿', '关新伟']",剧情,48,92,2012,12,05,800.0,10388.0,12977.0,89963.0,-551.0,-2180.0,-8669.0,-23428.0
742,铁线虫入侵,6.5,6839145,0.9999999898182532,['朴正祐'],['朴正祐'],"['金明民', '金烔完', '文晶熙', '李荷妮']",剧情,16331,109,2012,12,06,760.0,6429.0,56631.0,119659.0,-1.0,0.0,0.0,0.0
743,小鱼吃大鱼,6.2,20278801,1.0,['查传谊'],['丁小洋'],"['郭京飞', '齐溪', '孔维', '宋宁峰', '王一']",喜剧,16331,107,2012,12,07,96.0,608.0,679.0,1082.0,-23.0,0.0,0.0,0.0
